"CNES";"UF";"IBGE";"NOME";"LOGRADOURO";"BAIRRO";"LATITUDE";"LONGITUDE"
2066262;35;353470;"UBS DR HELIO MIGLIARI";"RUA LUIZ NOGUEIRA";"COHAB";-22,99681;-49,88399
2066556;35;350400;"UBS VILA RIBEIRO";"RUA VIRIATO CORREIA";"SAN FERNANDO VALLEY";-22,67243;-50,42985
2066629;35;350410;"UBS OSWALDO PACCINI ATIBAIA";"RUA CASTRO FAFFE";"CENTRO";-23,11381;-46,54884
2066599;35;350190;"USF JARDIM SAO DIMAS";"RUA JOSE BUENO DE GODOI";"JARDIM MODELO";-22,70592;-46,81637
2066602;35;350190;"USF ARCADAS";"RUA PEDRO ALVES DA SILVA";"ARCADAS";-22,72239;-46,83943
2066696;35;352220;"USF VALO VELHO";"AVENIDA SOLDADO PM GILBERTO AUGUSTINHO";"JARDIM VALO VELHO";-23,70844;-46,81292
2066815;35;355410;"NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA PAIOL";"ESTRADA MUNICIPAL ALFREDO DOS SANTOS";"PAIOL";-23,19711;-45,44568
2066866;35;350280;"UBS IRMA DULCE TAVEIRA";"RUA SAO PAULO";"ENGENHEIRO TAVEIRA";-21,15013;-50,43211
2066939;35;351880;"UBS BELVEDERE";"ESTRADA MUNICIPAL";"JD BELVEDERE";-23,41242;-46,49836
2066955;35;354765;"UBS DE SANTA SALETE";"RUA AYRTON SENNA";"CENTRO";-20,24385;-50,68846
2066998;35;350330;"ESF DR SEBASTIAO JAIR MOURAO ARARAS";"RUA DO ESTUDANTE";"JOSE OMETTO I";-22,35532;-47,34083
2067005;35;350330;"ESF NARCISO GOMES II ARARAS";"AVENIDA PRESIDENTE CAFE FILHO";"NARCISO GOMES";-22,3833;-47,38784
2067064;35;355710;"PAS VI VILA MARIN VOTUPORANGA";"RUA ITACOLOMI";"VILA MARIN";;
2067072;35;355410;"PAMO SETE VOLTAS";"ESTRADA MUNICIPAL DAS SETE VOTAS";"SETE VOLTAS";;
2067161;35;355400;"UBS DR ALMIRO DOS REIS LAURINDO TATUI SP";"CHIQUINHA RODRIGUES";"DR LAURINDO";-23,356;-47,857
2067188;35;355400;"ESF DRA MARIA EUNICE DEL FIOL VALINHO TATUI SP";"RUA RUI BARBOSA";"VALINHO";-23,36144;-47,87072
2066971;35;354330;"UNIDADE DE SAUDE DA FAMILIA JARDIM LUZO";"RUA JOAO PESSOA";"JARDIM LUZO";-23,71225;-46,39334
2066947;35;353470;"UBS VILA BRASIL";"RUA JORN HERON DOMINGUES";"VILA BRASIL";-22,957;-49,8674
2067226;35;350400;"UBS VILA FIUZA";"RUA GONCALVES LEDO";"VILA ADILETA";-22,65606;-50,4095
2067250;35;350750;"UBS VITORIANA BOTUCATU";"RUA TURMA G";"DISTRITO DE VITORIAN";;
2067293;35;352230;"UBS DR GENEFREDO MONTEIRO";"RUA GENERAL CARNEIRO";"CENTRO";-23,59193;-48,05306
2067307;35;355240;"USF SAO JUDAS TADEU";"RUA CIRCULAR";"SAO JUDAS TADEU";-22,85059;-47,16512
2067315;35;350410;"UBS DR BENEDITO JOSE BARBOSA";"RODOVIA FERNAO DIAS";"ROSARIO";-23,18;-46,58
2067323;35;353070;"USF MARTINHO PRADO";"RUA BENEDITO DE LIMA";"MARTINHO PRADO";-22,29368;-47,13178
2067358;35;353470;"AMBULATORIO MUNICIPAL DE SAUDE MENTAL DE OURINHOS";"AVENIDA DOMINGOS PERINO";"VIL MANO";-22,97588;-49,86506
2067390;35;352340;"PSF 14 SANTA CRUZ URBANO BEZANA";"AVENIDA PRUDENTE DE MORAES";"SANTA CRUZ";-22,99737;-46,83579
2067412;35;354580;"SETOR DE SAUDE BUCAL";"RUA ANTONIO FREDERICO OZANAN";"VILA MARIA";-22,75426;-47,41379
2067439;35;353470;"UBS VILA SAO LUIZ";"RUA CELESTINO LOPES BAHIA";"VILA SAO LUIZ";-22,96317;-49,88251
2067587;35;350330;"ESF VITAL PACIFICO HOMEM ARARAS";"RUA IRINEU CARROCI";"JOSE OMETTO IV";-22,35566;-47,33209
2067617;35;351060;"USF IVANILDES DA SILVA SANTOS COHAB V";"AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES";"COHAB V";-23,53932;-46,82204
2067692;35;351050;"UBS MASSAGUACU CARAGUATATUBA";"RUA ITALIA BAFFI MAGNI";"MASSAGUACU";-23,57942;-45,33411
2067714;35;352340;"UBS TAPERA GRANDE";"DIOGO MONTANHEZ";"TAPERA GRANDE";-23,0502;-46,87775
2067579;35;353870;"UNIDADE BASICA DE SAUDE TANQUINHO PIRACICABA";"RUA AMERICO FAGANELLO";"TANQUINHO";-22,67199;-47,6306
2068710;35;354490;"ESTRATEGIA SAUDE DA FAMILIA I SALES OLIVEIRA SP";"AVENIDA MOGIANA";"CENTRO";-20,75885;-47,8477
2068893;35;352360;"CENTRO DE SAUDE III DE ITIRAPINA";"AVN O1";"CENTRO";-22,2552;-47,81945
2069784;35;353870;"UNIDADE BASICA DE SAUDE ALVORADA PIRACICABA";"RUA SERGIO CARDOSO";"ALVORADA";-22,76043;-47,61437
2069598;35;355400;"UBS DR ANIZ BONEDER CENTRAL TATUI SP";"PRACA ADELAIDE GUEDES";"CENTRO";-23,356;-47,857
2069822;35;351880;"UBS PARQUE ALVORADA";"AVENIDA SANTANA DO MUNDAU";"CIDADE PQ ALVORADA";-23,44015;-46,42257
2069806;35;353470;"UBS CAIC OURINHOS";"RUA MARIA PULCINELLI PELEGRINO";"JD ANCHIETA";-22,96398;-49,85971
2069911;35;355540;"UBS DE PEREQUE ACU UBATUBA";"AV PADRE MANOEL DA NOBREGA";"PEREQUE ACU";-23,42462;-45,06624
2069946;35;355540;"PAS DA FORTALEZA UBATUBA";"RUA PROJETADA";"FORTALEZA";;
2069962;35;355540;"UBS DO ITAMAMBUCA UBATUBA";"RUA QUARENTA";"ITAMAMBUCA";-23,43401;-45,07102
2069970;35;355540;"UBS DO SACO DA RIBEIRA UBATUBA";"RUA PLINIO FRANCA";"SACO DA RIBEIRA";-23,5028;-45,12421
2069997;35;355540;"UBS DO SERTAO DO UBATUMIRIM UBATUBA";"ESTRADA DO PASTO GRANDE";"SERTAO DO UBATUMIRIM";-23,30281;-44,86945
2070006;35;355540;"PAS DA PRAIA DURA UBATUBA";"TRAVESSA UM";"PRAIA DURA";;
2070014;35;355540;"UBS DO PEREQUE MIRIM UBATUBA";"RUA BENEDITO HENRIQUE";"PEREQUE MIRIM";-23,48523;-45,10512
2070022;35;355540;"UBS DO TAQUARAL UBATUBA";"RUA MARIA MADALENA CHARLEAUX";"TAQUARAL";-23,40069;-45,06825
2070030;35;355540;"UBS DO RIO ESCURO UBATUBA";"RUA SAIRAS";"RIO ESCURO";-23,48564;-45,15385
2070049;35;355540;"UBS DO PORUBA UBATUBA";"ESTRADA PORUBA";"PRAIA DO PURUBA";-23,34949;-44,93906
2070197;35;351250;"UBSF COROADOS";"RUA CARLOS DE CAMPOS";"CENTRO";-21,35649;-50,28434
2070081;35;351907;"UBS SANTA ESMERALDA DARCI POCAS VENTURINI";"RUA TURQUESA";"JD STA ESMERALDA";-22,85846;-47,22106
2070227;35;351780;"CENTRO DE SAUDE III DR NICOLA JORGE CARNEIRO GUARACAI";"RUA JOSE LOMBA VICENTE";"CENTRO";-21,03503;-51,20915
2070235;35;352725;"UBS II SEGISFREDO MAMEDE PINTO LOURDES";"RUA JOSE LUIZ DE OLIVEIRA";"CENTRO";-20,96755;-50,22696
2070251;35;353770;"UBS III DE PIACATU ANTONIO CIRO DEPS";"ALEXANDRE FLEMING";"CENTRO";-21,59373;-50,59858
2070278;35;355630;"UBS II MIYOGI MORIZONO VALPARAISO";"RUA PADRE MAURO EDUARDO";"CENTRO";-21,22058;-50,8667
2070286;35;355630;"UBS JOAO PAULO II VALPARAISO";"RUA SANTOS DUMONT";"LAMBARI";-21,23262;-50,86621
2070316;35;351740;"CENTRO ODONTOLOGICO SEBASTIAO RABELO DE QUEIROZ";"AVENIDA 33";"VILA BOM JESUS";;
2070324;35;351740;"UNIDADE DE SAUDE DA FAMILIA DR JOSE VILELA JUNQUEIRA";"AVENIDA 29";"V NOSSA SR APARECI";-20,32739;-48,32205
2070294;35;350810;"UBS II DA FAMILIA NICOLA LAVECHIA BURITAMA";"RUA MARECHAL DEODORO";"LIVRAMENTO";-21,066;-50,146
2070375;35;355395;"PSF VILA DOURADOS TARUMA";"AV PARANA";"VIL DOURADOS";-22,74567;-50,58369
2070464;35;350330;"ESF LUCIA BOQUETTE MENEGHETTI ARARAS";"RUA ALLAN KARDEC";"VILA DONA ROSA ZURIT";-22,37484;-47,38704
2070480;35;354340;"UBS PROF DR JOSE PAULO MARCONDES DE SOUZA VILA VIRGINIA";"RUA FRANCO DA ROCHA";"VILA VIRGINIA";-21,18057;-47,82735
2070588;35;354340;"UBS PROF AYMAR BATISTA PRADO DOM MIELLE";"RUA CECILIO ELIAS SEBA";"DOM MIELLE";-21,13532;-47,84921
2070626;35;350115;"CENTRO DE SAUDE ALUMINIO";"RUA PAULO DIAS";"VIL PAULO DIAS";-23,52668;-47,25239
2070669;35;355220;"UNIDADE DE SAUDE DA FAMILIA VITORIA REGIA SOROCABA";"RUA FRANCISCO DA SILVA MARTINS";"VITORIA REGIA";-23,43611;-47,47222
2070693;35;355220;"UNIDADE SAUDE DA FAMILIA E PA BRIGADEIRO TOBIAS SOROCABA";"RUA ANA GOMES CORREA";"BRIGADEIRO TOBIAS";-23,507;-47,45675
2070715;35;353070;"USF CHACARA ALVORADA";"RUA JOAQUIM RODRIGUES DA SILVA";"CHACARA ALVORADA";-22,20541;-46,99067
2070723;35;353070;"UBS ZONA NORTE";"AVENIDA JOSE FERREIRA DE CAMPOS";"JARDIM NOVO I";-22,34666;-46,93784
2070499;35;354165;"UBS ORLANDO DE OLIVEIRA";"RUA JOAQUIM PAIFER SOBRINHO";"JARDIM SANTO ANTONIO";-23,30084;-48,05847
2070790;35;350320;"CEAMA ARARAQUARA";"AV PRUDENTE DE MORAIS";"CENTRO";-21,794;-48,176
2070839;35;352900;"UBS ALTO CAFEZAL";"PAES LEME";"ALTO CAFEZAL";-22,21806;-49,95586
2070855;35;350770;"UBS III DE BRAUNA";"RUA JOSE FERNANDES BRAZ";"CENTRO";-21,50099;-50,31854
2070979;35;352240;"UNIDADE PSF JARDIM BELA VISTA ITAPEVA";"RUA JOAO PERRETI";"JARDIM BELA VISTA";-23,97193;-48,90744
2070995;35;352240;"UBS VILA APARECIDA ITAPEVA";"PRC TITO LIVIO CERIONE";"VIL APARECIDA";-23,97663;-48,87344
2071002;35;353730;"UBS TOQUIO";"RUA DUARTE FERREIRA CANHA";"JARDIM TOQUIO";-21,41686;-50,08916
6769500;35;354220;"ESF PADRE MAX";"RUA GUIDO VISNADI";"CONJUNTO PLANALTO";-22,22812;-50,89028
2070944;35;352320;"ESF VILA SANTA TEREZINHA ITARARE SP";"RUA SOFIA DIAS MENCK";"SANTA TEREZINHA";-24,12083;-49,33269
2071487;35;351440;"CS I DR TAKASHI ENOKIBARA";"RUA ESPIRITO SANTO";"METROPOLE";-21,48614;-51,53405
2071266;35;355330;"CENTRO ODONTOLOGICO MUNICIPAL DE TAMBAU";"RUA AMAZONAS";"SANTA TEREZINHA";-21,70096;-47,27365
6769519;35;354220;"ESF RUY CHARLES AMABILE TOFFOLI MARCHIANI";"RUA JOAO FERREIRA FRANCO";"RUY CHARLES";-22,22956;-50,87452
2071436;35;354580;"UNIDADE BASICA DE SAUDE DR JOSE WENCESLAU JUNIOR";"RUA RIBEIRAO PRETO";"JD ESMERALDA";-22,73978;-47,38282
2071452;35;352260;"POSTO DE SAUDE DA FAMILIA ELEUTERIO";"EUGENIA CARMEM MOISES";"ELEUTERIO";-22,35369;-46,70779
2071193;35;355650;"UBS JARDIM AMERICA III";"RUA ITAPEVI";"JAD AMERICA III";-23,19476;-46,82551
2071398;35;350230;"UNIDADE BASICA DE PIRAMBOIA ANHEMBI";"RUA MONTE CASTELO";"DISTRITO DE ANHEMBI";-22,93364;-48,16178
2071878;35;353200;"CS III DR ROMEU BUENO DE AGUIAR";"PRACA JOAO PESSOA";"CENTRO";-22,88076;-46,79199
2071703;35;352720;"UBS CIDADE INDUSTRIAL";"RUA SAO JUDAS TADEU";"CIDADE INDUSTRIAL";-22,7452;-45,12718
2071819;35;353320;"UBS II LENIR SPAZZAPAN DE ALENCAR NOVA INDEPENDENCIA";"AV EURICO SOARES DE ANDRADE";"CENTRO";-21,10556;-51,4915
2071835;35;353715;"CIAS DR JORGE BELOTTI PEDRINHAS PTA";"RUA DA CIENCIA";"CENTRO";-22,81335;-50,7932
2071681;35;353050;"CENTRO DE SAUDE II DR JOSE PAIONE";"PRACA MARECHAL DEODORO";"CENTRO";-21,46851;-47,00384
2071827;35;350040;"UASF ALBERTINA LOPES";"RUA XV DE NOVEMBRO";"SAO ROQUE DA FARTURA";-21,83631;-46,74526
2072076;35;353870;"UNIDADE DE SAUDE DA FAMILIA CECAP PIRACICABA";"ALAMEDA MELVIN JONES";"CECAP";-22,77293;-47,59579
2072009;35;351540;"CENTRO DE SAUDE II FARTURA";"RUA ARTHUR DE ANDRADE";"CENTRO";-23,39052;-49,51193
2072084;35;353510;"UBS III OLAVO DOMINGUES";"7 DE SETEMBRO";"CENTRO";-21,08549;-48,80545
2072157;35;353050;"ESF DR VITAL DIAS PORTO DE MOCOCA MOCOCA";"RUA MAJOR QUINTINO";"IGARAI";-21,40723;-46,81106
2071975;35;354580;"UNIDADE BASICA DE SAUDE DR SIMAO GANDELMAN";"RUA PORTUGAL";"JD EUROPA";-22,72228;-47,36377
2072068;35;355340;"ESF MILTON MARTINS PERCHES";"RUA CORONEL MILITAO";"CENTRO";-20,6248;-49,65561
2072289;35;354500;"CS II NOSSA SENHORA DO REMEDIO";"RUA CATARINA KASPER";"REMEDIO";-23,54759;-45,96291
2072327;35;351880;"UBS TRANQUILIDADE";"AVENIDA EMILIO RIBAS";"JD TRANQUILIDADE";-23,46467;-46,55101
2072335;35;352220;"UBS SALVADOR DE LEONE";"AVENIDA NITEROI";"PARQUE PARAISO";-23,70911;-46,85081
2072408;35;355170;"UBS JOSE PEREIRA DE CARVALHO SERTAOZINHO";"AV HIDEO TAKADA";"COHAB 3";-21,13177;-48,01515
2072459;35;352510;"UBS DR PEDRO SAUD JARDINOPOLIS";"RUA MARIO FREGONESI";"VILA REIS";-21,02268;-47,77476
2072467;35;352800;"UNIDADE SAUDE DA FAMILIA DR OSMAR DA CONCEICAO";"RUA BOAVENTURA AZEVEDO";"JD BOCAYUVA";-22,5258;-48,72362
2072505;35;351840;"CENTRO DE SAUDE DE GUARATINGUETA";"RUA TAMANDARE";"CENTRO";-22,81871;-45,19178
2072726;35;355240;"USF JARDIM DENADAI";"RUA LUCIANO RAMOS AYALA";"JARDIM DENADAI";-22,8422;-47,19569
2072742;35;352340;"UBS CRUZEIRO ELCIO MONTE";"AV NOEMIA DA SILVEIRA PUPO LATORRE";"JD DAS NACOES";-23,00211;-46,85569
2072904;35;351620;"UBS PROGRESSO FRANCA SP";"RUA HERCILIO BATISTA DE AVELAR";"PRQ PROGRESSO";-20,56107;-47,39766
2072688;35;354260;"UBS CENTRO REGISTRO";"AV CLARA GIANOTTI DE SOUZA";"CENTRO";-24,49634;-47,84699
2072629;35;350540;"UBS PREFEITO ERIVELTO BITTENCOURT";"RUA BERTOLINO CANDIDO DE ABREU";"JARDIM CANDIDO DE AB";-24,75855;-48,50216
2072734;35;351280;"UBS PSF DR HENRIQUE SCURSONI NETO";"RUA PEDRO GUIMARAES BERTAZZO";"RESIDENCIAL BADER JO";-22,62419;-47,19446
2072998;35;351870;"USAFA SANTA CRUZ DOS NAVEGANTES GUARUJA";"RUA ANTONIO PINTO RODRIGUES";"STA CRUZ NAVEGANTES";-23,99723;-46,30391
2073021;35;350350;"UNIDADE BASICA DE SAUDE DE AREIAS";"AVN PREF BENEDITO DE OLIVEIRA RAMOS";"CENTRO";-22,58;-44,697
2073064;35;354150;"ESF ELDORADO";"RUA ANTONIO SORIANO PALENZUELA";"JAD ELDORADO";-21,88616;-51,85778
2073153;35;351280;"CENTRO DE SAUDE II";"RUA MAX HERGERT";"CENTRO";-22,64835;-47,19843
2073390;35;353680;"CENTRO DE SAUDE ANGELINA SANTANA SCHIEVENIN";"RUA BERNARDINO DE LIMA PAES";"CENTRO";-22,79346;-46,44345
2073447;35;350745;"CENTRO DE SAUDE III BOREBI";"AVN SETE DE SETEMBRO";"CENTRO";-22,57392;-48,97385
2073528;35;351519;"EQUIPE ESTRATEGICA DE SAUDE";"RUA MARIA PERPETUA PIEDADE GONCALVES";"CENTRO";-22,69086;-49,42971
2073544;35;350090;"ESF JOAO GONCALVES";"RUA ULISSES FRANCISCO DE OLIVEIRA";"RESIDENCIAL SANTA MA";-20,52479;-49,06498
2073595;35;350775;"UBSF III TANCREDO NEVES BREJO ALEGRE";"RUA PALMEIRAS";"CENTRO";-21,1653;-50,18759
2073625;35;350190;"USF PINHEIRINHO";"RUA JOFRE VIEIRA DA ROCHA";"JARDIM PINHEIRINHO";-22,69941;-46,77075
2073641;35;352160;"ESF II CENTRO DE SAUDE III NELCIDIO DA SILVEIRA BASTOS";"RUA ANGELO MENEGUESSO";"CENTRO";-21,56978;-51,35069
2073706;35;351330;"CENTRO DE SAUDE DE CRUZALIA";"RUA JOSE SOARES CASSIANO";"JARDIM SANTO ANGELO";-22,74404;-50,78783
2073757;35;351160;"UBS I FAZENDA VELHA CESARIO LANGE";"RUA JOSE RODRIGUES DE PAULA";"FAZENDA VELHA";-23,19562;-47,87466
2073846;35;355695;"UBS DE VITORIA BRASIL";"RUA MATO GROSSO";"NUCLEO CANECA";-20,19917;-50,4861
2073994;35;351880;"UBS JARDIM CABUCU";"RUA EXISTENTE";"CABUCU";-23,40537;-46,53612
2073986;35;355610;"ESTRATEGIA DA SAUDE DA FAMILIA CDHU";"AVENIDA VICTORIO CAVALIM";"CHOAB";-20,42627;-50,07859
2074052;35;350320;"USF PRQ RES SAO PAULO DR GUSTAVO DE MORAES JR";"AV ALBERT EINSTEIN";"PRQ ERS SAO PAULO";-21,78522;-48,13473
2074079;35;355030;"UBS TEOTONIO VILELA";"AVENIDA ARQ VILANOVA ARTIGAS";"LAR NACIONAL";-23,60601;-46,50316
2074184;35;350090;"UBS PAULO HUMBERTO DE FIGUEIREDO";"RUA CINCO";"CENTRO";-20,5233;-49,06215
2074192;35;352090;"PAS DR ANTONIO CARLOS PUTINATTI";"RUA JOAO RICORDI";"PRQ RES JOAO MARTIN";-23,06478;-49,62115
2074400;35;354640;"UBS DR WALDOMIRO FERREIRA NEVES SCRPARDO";"FRANCISCO SANSON";"MATHIAS";-22,89361;-49,6366
2074354;35;352500;"UBS GABRIELA";"R GABRIELA RIBEIRO DA SILVA";"JD GABRIELA";-23,54786;-46,9093
2074494;35;354390;"UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO";"AV 88";"JARDIM BOA VISTA";-22,37273;-47,55309
2074613;35;354640;"USF CAPORANGA SCRPARDO";"SEBASTIAO MANOEL DOS SANTOS";"DISTRITO CAPORANGA";-22,84622;-49,5719
2074648;35;351880;"UBS UIRAPURU";"ESTRADA VELHA GUARULHOS SAO MIGUEL";"JD SANTA HELENA";-23,45382;-46,45263
2074699;35;351060;"UBS ELZIR MARIA DE JESUS MENCK";"ESTRADA DAS ACACIAS";"VIL MENCK";-23,53841;-46,84162
2074745;35;350320;"CMSC VILA XAVIER JOAO VITOR NASCIMENTO MAURICIO";"RUA MARECHAL DEODORO DA FONSECA";"VIL XAVIER";-21,78306;-48,16377
2074753;35;350320;"CMSC JD PAULISTANO DR GENARO GRANATA DE ARARAQUARA";"AV JORGE HADDAD";"JD PAULISTANO";-21,77397;-48,16112
2074907;35;351440;"ESF VI ALBERT SABIN";"RUA DUILIO ZANON";"JD SAO MANOEL";-21,49951;-51,53677
2074826;35;353390;"UBS DR WALDOMIRO PAIVA LUZ";"PRACA MARIO ANDREAZA";"COHAB I";-20,7399;-48,89577
2074958;35;353010;"UBS DR FRANCISCO TEOTHONIO PARDO MIRANDOPOLIS";"RUA OLIMPIO DE MACEDO";"JD NSA SRA DE FATIMA";-21,13687;-51,10652
2075008;35;350930;"UNIDADE DE SAUDE DA FAMILIA DE CAJOBI";"RUA AGNELLO DA CRUZ PRATES";"COHAB 1";-20,87693;-48,81114
2075059;35;354580;"UNIDADE BASICA DE SAUDE DR HELIO FURLAN";"RUA SALVADOR";"CIDADE NOVA";-22,73829;-47,38434
2075067;35;350730;"PSF EUCLIDES BUENO DE CAMPOS";"RUA TERCILIANO SGAVIOLI";"CENTRO";-22,1943;-48,77833
2075121;35;354580;"UNIDADE BASICA DE SAUDE DR FELICIO FERNANDES NOGUEIRA";"RUA DO COBRE";"VILA MOLLON";-22,75341;-47,36268
2075172;35;354450;"PAS ESMERALDA RUBINEIA";"AV CORONEL FRANCISCO SCHMIDT";"ESMERALDA";-20,1789;-51,00229
2075644;35;354340;"UBS PROFA DRA MARIA HERBENIA O DUARTE CSE VILA TIBERIO";"RUA GONCALVES DIAS";"VILA TIBERIO";-20,52699;-47,4072
2075652;35;355060;"UNIDADE DE SAUDE DA FAMILIA DO SABOO SAO ROQUE";"ESTRADA DO SABOO";"SABOO";-23,4662;-47,15562
2075660;35;355060;"POSTO DE SAUDE DA VILA NOVA SAO ROQUE";"RUA JABOTICABAL";"VILA NOVA SAO ROQUE";-23,52899;-47,13504
2075636;35;354340;"UBS DR ROMULO RIBEIRO DA COSTA CSE BARAO DE MAUA AEROPORTO";"RUA DAS PALMEIRAS";"JARDIM AEROPORTO";-20,7758;-47,83834
2075725;35;350210;"PENITENCIARIA ASP ANISIO APARECIDO DE OLIVEIRA DE ANDRADINA";"RODOVIA MUNICIPAL SALVADOR LOVERDI";"PEREIRA JORDAO";-20,91818;-51,40236
2075776;35;350320;"CMSC VILA MELHADO DR GIUSEPPE A SOBRINHO";"RUA CAPITAO JOSE SABINO SAMPAIO";"VIL MELHADO";-21,8097;-48,1665
2075814;35;350535;"ESF DE BARRA DO CHAPEU";"BECO MARIA IZABEL DA ROSA";"CENTRO";-24,47061;-49,02431
2075822;35;351060;"USF VEREADORA ROSA MARIA TEIXEIRA ANA ESTELA";"RUA MONTE APRAZIVEL";"ANA ESTELA";-23,56392;-46,84033
2075830;35;350670;"USF VISTA VERDE BOA ESPERANCA DO SUL";"RUA DOS MESSI";"JARDIM VISTA VERDE";-22,00216;-48,39243
2075873;35;351350;"UBS COTA 200 JOSE CARLOS MARIANO";"RODOVIA ANCHIETA";"COTA 200";-23,89235;-46,47303
2075938;35;352940;"UBS PARANAVAI";"RUA ROLANDIA";"JARDIM PARANAVAI";-23,64604;-46,45469
2075946;35;353650;"UBS JOAO ARANHA ARISTOTELES COSTA";"AVN DUQUE DE CAXIAS";"JOAO ARANHA";-22,73265;-47,17662
2075881;35;351350;"UBS JARDIM NOVA REPUBLICA GERALDO CARDOSO GUEDES";"AV DEPUTADO ESMERALDO TARQUINIO";"JARDIM NOVA REPUBLIC";-23,92105;-46,427
2076004;35;355340;"ESF DR FRANCISCO ASSIS SANTANA";"RUA POLENICE CELERI";"CENTRO";-20,62313;-49,64482
2075903;35;351420;"ESF BENEDITO ABEL";"RUA SANTO ANTONIO";"CENTRO";-20,1208;-50,51209
2076276;35;354800;"UNIDADE DE SAUDE DA FAMILIA ATILIO BERGO JOAO TEIXEIRA";"RUA JOSE RUSSI";"JARDIM BRASILIA";-22,60014;-46,91911
2076365;35;355240;"USF VECCON";"RUA MOACYR CANDIDO DE OLIVEIRA";"RESIDENCIAL VECCON";-22,83895;-47,26068
2076438;35;351550;"UBS CARLOS GANDOLFI IPANEMA FERNANDOPOLIS";"RUA AIRTON MARQUES DE SOUZA";"JARDIM IPANEMA";-20,27002;-50,27662
2076446;35;351550;"UBS DR ANTONIO MILTON ZAMBOM CAIC FERNANDOPOLIS";"RUA BENEDITA CRUZ";"BERNARDO PESSUTO";-20,30567;-50,2411
2076403;35;350370;"ESF HIGINO AYUSSO ARIRANHA";"RUA ADONIRO RIVA";"COHAB";-21,1939;-48,78697
2076659;35;354340;"USF DR LUIZ GONZAGA OLIVERIO HEITOR RIGON";"AVENIDA MAESTRO ALFREDO PIRES";"JD HEITOR RIGON";-21,11666;-47,81342
2076772;35;352220;"USF MOMBACA";"ESTRADA ABIAS DA SILVA";"MOMBACA";-23,74192;-46,80099
2076918;35;355050;"CENTRO DE SAUDE III DR FRANCISCO ANTONIO MARTINS";"RUA PE JOSE JULIANETTI";"CENTRO";-22,75236;-49,74024
2077159;35;350300;"UNIDADE BASICA SAUDE NATAL ABADIO LACERDA";"RUA AFONSO GARCIA DA SILVEIRA";"CENTRO";-20,08567;-47,78785
2076977;35;352040;"UBS COSTA SUL I ILHABELA";"AV RIACHUELO";"PRAIA GRANDE";-23,86156;-45,42284
2077086;35;351770;"PSF VILA MATARAZZO";"RUA CONDE FRANCISCO MATARAZZO";"VILA MATARAZZO";-20,44413;-47,83134
2077094;35;355360;"POSTO DE ATENDIMENTO DA FAZENDA ITAIQUARA";"FAZENDA ITAQUARA";"ZONA RURAL";-21,468;-46,749
2077116;35;351060;"UBS DR ADAUTO RIBEIRO";"ESTRADA DA GUABIROBA";"SANTO ESTEVAO";-23,52368;-46,83665
2077132;35;351060;"UBS DOM ERCILIO TURCO PARQUE FLORIDA";"ESTRADA ERGILIO VITORELLO";"JARDIM MARIA BEATRIZ";-23,55183;-46,8524
2077051;35;352265;"PSF RIBEIRAO DA VARZEA ITAPIRAPUA PAULISTA";"RUA BENTO DE FRANCA";"RIBEIRAO DA VARZEA";-24,4934;-49,2279
2077256;35;353580;"UNIDADE BASICA DE SAUDE ONOFRE LEME DE ALMEIDA";"AV DAS POSSES";"HOLAMBRA II";-23,43203;-48,87025
2077302;35;355010;"USF DR PAULO JUSTO APARECIDA";"RUA LIDIA MONTEIRO DE ALMEIDA";"DIST AP SAO MANUEL";-22,73241;-48,61227
2077345;35;355410;"NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA SANTA ISABEL";"RUA JOSE MARTINS RONCONI";"PARQUE SAO LUIS";-22,99681;-45,55623
2077361;35;355255;"UBS 2 DE SUZANAPOLIS";"RUA PRESIDENTE VARGAS";"CENTRO";-20,50118;-51,02762
2077280;35;354320;"CENTRO DE SAUDE DE RIBEIRAO DO SUL REMEDIOS BERTOLLI";"RUA ANTONIO DA PALMA";"CENTRO";-22,78524;-49,93211
2077264;35;354740;"CS DE SANTA RITA DOESTE";"RUA THEODOMIRO ALVES CORREIA";"CENTRO";-20,14542;-50,83232
2077809;35;351670;"USF HELENA GARCIA MULLER";"AVENIDA GABRIELA";"LABIENOPOLIS";-22,21334;-49,65671
2077892;35;355600;"UBS DR XISTO ALBARELLI RANGEL";"RUA RUI BARBOSA";"CENTRO";-21,20222;-49,2876
2077833;35;351470;"USF III ECHAPORA";"AVN PARAGUACU";"CENTRO";-22,43675;-50,2028
2077825;35;354530;"ESF MARIA JOSE";"RUA LUIZ OTAVIO DE OLIVEIRA";"JD MARIA JOSE";-23,64357;-47,57209
2079070;35;355030;"UBS VILA CISPER";"RUA CACULE";"ERMELINO MATARAZZO";-23,44893;-46,42605
2079771;35;354960;"UNIDADE BASICA DE SAO JOSE DO BARREIRO";"RUA JOSE BENTO TEIXEIRA";"CENTRO";-22,64683;-44,5784
2079941;35;352820;"UBS DE MACEDONIA";"RUA DEP ANISIO MOREIRA";"CENTRO";-20,14831;-50,1952
2081180;35;355630;"PENITENCIARIA DE VALPARAISO";"ESTRADA MUNICIPAL VPS 012 VPS 351";"VALDEVINO S PACHECO";-21,22176;-50,85605
