"COMP";"REGIAO";"UF";"MUNICIPIO";"MOTIVO_DESABILITACAO";"CNES";"NOME_ESTABELECIMENTO";"RAZAO_SOCIAL";"TP_GESTAO";"CO_TIPO_UNIDADE";"DS_TIPO_UNIDADE";"NATUREZA_JURIDICA";"DESC_NATUREZA_JURIDICA";"NO_LOGRADOURO";"NU_ENDERECO";"NO_COMPLEMENTO";"NO_BAIRRO";"CO_CEP";"NU_TELEFONE";"NO_EMAIL";"LEITOS_EXISTENTES";"LEITOS_SUS";"UTI_TOTAL_EXIST";"UTI_TOTAL_SUS";"UTI_ADULTO_EXIST";"UTI_ADULTO_SUS";"UTI_PEDIATRICO_EXIST";"UTI_PEDIATRICO_SUS";"UTI_NEONATAL_EXIST";"UTI_NEONATAL_SUS";"UTI_QUEIMADO_EXIST";"UTI_QUEIMADO_SUS";"UTI_CORONARIANA_EXIST";"UTI_CORONARIANA_SUS"
202401;"SUDESTE";"SP";"FERNANDOPOLIS";;2078430;"HOSPITAL DAS CLINICAS DE FERNANDOPOLIS";"HOSPITAL DAS CLINICAS DE FERNANDOPOLIS SC LTDA";"M";5;"HOSPITAL GERAL";2240;"HOSPITAL_PRIVADO";"AV EXPEDICIONARIOS BRASILEIROS";1181;;"CENTRO";15600001;"(17)34421844";"hospitaldasclinicas@terra.com.br";14;0;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"PATROCINIO PAULISTA";;2078449;"SANTA CASA DE PATROCINIO PAULISTA";"SANTA CASA DE MISERICORDIA DE PATROCINIO PAULISTA";"E";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA CONEGO PEREGRINO";1281;;"CENTRO";14415000;"(16)31451121";"stacasapatpta@uol.como.br.";35;23;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2078457;"HOSP STA VIRGINIA";"ASSOCIACAO HOSPITALAR FILHAS DE NOSSA SENHORA DO MONTE CALVA";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"CELSO GARCIA";2294;;"BELEM";3014000;"11 27993171";"juridico@hsv.org.br";67;0;17;0;17;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"CAMPINAS";;2078465;"REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA";"REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"ONZE DE AGOSTO";557;;"BOTAFOGO";13013101;"019 32312411";"beneficenciacamp@beneficenciacamp.com.br";135;47;40;14;40;14;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"CUBATAO";;2078473;"HOSPITAL DR LUIZ CAMARGO DA FONSECA E SILVA";"HOSPITAL DR LUIZ CAMARGO DA FONSECA E SILVA";"M";5;"HOSPITAL GERAL";1244;"HOSPITAL_PÚBLICO";"AV HENRY BORDEN";"S/N";;"VILA SANTA ROSA";11515000;"(13) 3512-7800";"draca.cubatao@gmail.com";138;138;18;18;10;10;2;2;6;6;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2078481;"HOSPITAL CENTRAL DO TATUAPE";"REDE DOR SAO LUIZ S A";"M";5;"HOSPITAL GERAL";2046;"HOSPITAL_PRIVADO";"PADRE ADELINO";901;"EDIF 905 E 907";"IV PARADA";3303000;"11 20620000";"licenciamentosp@rededor.com.br";96;0;28;0;28;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"PENAPOLIS";;2078503;"SANTA CASA DE PENAPOLIS";"IRMANDADE DA SANTA CASA DE MISERICORDIA DE PENAPOLIS";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AVENIDA SANTA CASA";566;;"CENTRO";16300027;"(18) 3654-2210";"faturamento@santacasadepenapolis.com.br";92;74;10;10;10;10;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"ILHA SOLTEIRA";;2078511;"HOSPITAL REGIONAL DE ILHA SOLTEIRA";"ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS";"E";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"ALAMEDA BAHIA";618;;"CENTRO";15385000;"(18) 37431500";"sus.hris@alsf.org.br";123;85;10;8;10;8;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"ITUPEVA";;2078538;"HOSPITAL NOSSA SENHORA APARECIDA";"PREFEITURA MUNICIPAL DE ITUPEVA";"M";5;"HOSPITAL GERAL";1244;"HOSPITAL_PÚBLICO";"PRACA SAO VENANCIO";2;;"LAGOA";13296373;"(11)45911220";"uac.saude@itupeva.sp.gov.br";50;50;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO BENTO DO SAPUCAI";;2078546;"SANTA CASA SAO BENTO DO SAPUCAI";"SANTA CASA DE MISERICORDIA DE SAO BENTO DO SAPUCAI";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"GAL MARCONDES SALGADO";34;;"CENTRO";12490000;1239717000;"WWW.SANTACASADESAOBENTO.COM.BR";40;26;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"ITAQUAQUECETUBA";;2078562;"HOSPITAL GERAL DE ITAQUAQUECETUBA";"SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO";"E";5;"HOSPITAL GERAL";1023;"HOSPITAL_PÚBLICO";"RUA RIO NEGRO";48;;"JARDIM NOVA ITAQUA";8599280;"(11) 4645-4200";"hospitaqua@uol.com.br";276;276;30;30;20;20;0;0;10;10;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2078570;"HOSPITAL CANTAREIRA";"SPDM ASSOC PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AV NOVA CANTAREIRA";3050;;"TUCURUVI";2340000;"(11)22033222";"nfe@cantareira.spdm.org.br";114;100;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2078589;"HOSPITAL E MATERNIDADE SANTA MARIA CRUZ AZUL";"CRUZ AZUL DE SAO PAULO";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"LINS DE VASCONCELOS";356;;"CAMBUCI";1538900;;;304;1;68;0;50;0;18;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2078597;"UNIDADE REFERENCIADA OSWALDO CRUZ VERGUEIRO";"HOSPITAL ALEMAO OSWALDO CRUZ";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"R VERGUEIRO";17;;"LIBERDADE";1504000;"113549-0000 R.3077";"unidadereferencidavergueiro@haocmail.onmicrosoft.com.br";232;38;30;10;30;10;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2078600;"HOSP DA AERONAUTICA DE SPHASP";"COMANDO DA AERONAUTICA";"M";5;"HOSPITAL GERAL";1015;"HOSPITAL_PÚBLICO";"OLAVO FONTOURA";1400;"SANTANA";"SANTANA";2012021;;"protocolo.hfasp@fab.mil.br";58;0;9;0;9;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2078619;"HOSPITAL E MATERNIDADE SAO MIGUEL";"HOSPITAL E MATERNIDADE SAO MIGUEL SA";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"RUA LUIS PICOLO";11;;"SAO MIGUEL";8010320;"11 2714-0100";"comercial@hsaomiguel.com.br";75;0;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2078627;"DAY HOSPITAL DE ERMELINO MATARAZZO";"DAY HOSPITAL DE ERMELINO MATARAZZO SC LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"AV ABEL TAVARES";2576;"PROX ESTACAO DE TREM";"ERMELINO MATARAZZO";3810110;"(11) 3488-5400";"comercial@hsaomiguel.com.br";68;0;9;0;9;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2078635;"HOSPITAL ITAQUERA";"GRUPO ITASA LIFE LTDA";"M";5;"HOSPITAL GERAL";2240;"HOSPITAL_PRIVADO";"RUA JOSE OITICICA FILHO";123;;"ITAQUERA";8210510;;;120;0;10;0;10;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"CAMPINAS";;2078678;"HOSPITAL E MATERNIDADE MADRE THEODORA";"ESHO EMPRESA DE SERVICOS HOSPITALARES S A";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"JOSE GERALDO CEREBINO CHRISTOFARO";175;;"PARQUE RURAL FAZENDA";13087567;1142087287;"atendimento@sanrleipolini.com.br";74;0;18;0;18;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"ITUVERAVA";;2078686;"HOSPITAL SAO JORGE";"HOSPITAL E MATERNIDADE DE ITUVERAVA LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"R MARIA LIPORACI";421;;"CENTRO";14500000;"(16)38391311";"maternsaojorge@netsite.com.br";30;0;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SOROCABA";;2078732;"HOSPITAL SAMARITANO DE SOROCABA";"NOTRE DAME INTERMEDICA SAUDE S A";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"RUA RODRIGUES PACHECO";145;;"CENTRO";18035085;"15 32194464";"rita.arrais@intermedica.com.br";130;0;30;0;20;0;10;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SANTOS";;2078740;"HOSPITAL SAO LUCAS DE SANTOS";"HOSPITAL SAO LUCAS DE SANTOS LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"AVENIDA DONA ANA COSTA";168;;"VILA BELMIRO";11060000;"(13)2102-5000";"saolucas@saolucas.com.br";111;0;20;0;10;0;0;0;10;0;0;0;0;0
202401;"SUDESTE";"SP";"JUNDIAI";;2078759;"HOSPITAL SANTA ELISA";"HOSPITAL SANTA ELISA LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"RUA SOCRATES FERNANDES DE OLIVEIRA";70;;"CHACARA URBANA";13201838;"(11)45834444";"diretoria@hse.com.br";93;0;18;0;11;0;2;0;5;0;0;0;0;0
202401;"SUDESTE";"SP";"JUNDIAI";;2078767;"HOSPITAL PITANGUEIRAS";"SOBAM CENTRO MEDICO HOSPITALAR LTDA";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"RUA DAS PITANGUEIRAS";651;;"JD PITANGUEIRAS";13206716;"(11)45872244";"diretoriahospitalar@gruposobam.com.br";164;0;38;0;19;0;9;0;10;0;0;0;0;0
202401;"SUDESTE";"SP";"ARACATUBA";;2078775;"SANTA CASA DE ARACATUBA HOSPITAL SAGRADO CORACAO DE JESUS";"SANTA CASA DE MISERICORDIA DE ARACATUBA";"E";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA FLORIANO PEIXOTO";896;;"VILA MENDONCA";16015000;"(18)3607-3000";"sta.atra@ata.zaz.com.br";330;266;60;60;40;40;3;3;17;17;0;0;0;0
202401;"SUDESTE";"SP";"RIBEIRAO PRETO";;2078791;"HOSPITAL MATERNIDADE RP";"SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA";"M";7;"HOSPITAL ESPECIALIZADO";2054;"HOSPITAL_PRIVADO";"DOM ALBERTO GONCALVES";1500;"LOTE 1 AO 30";"VILA TAMANDARE";14085100;"85 32559010";"contab@hapvida.com.br";93;0;20;0;0;0;10;0;10;0;0;0;0;0
202401;"SUDESTE";"SP";"SOROCABA";;2078813;"HOSPITAL OFTALMOLOGICO DE SOROCABA";"BANCO DE OLHOS DE SOROCABA";"E";7;"HOSPITAL ESPECIALIZADO";3999;"HOSPITAL_FILANTRÓPICO";"RUA NABECK SHIROMA";210;;"JARDIM EMILIA";18031060;"(15) 32127010";"fabiana.chicale@bos.org.br";16;10;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"AMPARO";;2078848;"SANTA CASA ANNA CINTRA";"SANTA CASA ANNA CINTRA";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"ANNA CINTRA";332;;"CENTRO";13901901;"19 38088720";"aguedes@scannacintra.com.br";68;55;9;7;9;7;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"INDAIATUBA";;2078872;"HOSPITAL SANTA IGNES";"HOSPITAL SANTA IGNES SC LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"AVENIDA PRESIDENTE VARGAS";1591;;"CIDADE NOVA";13334085;"(19)3885 8400";"adm@hospitalsantaignes.com.br";83;0;21;0;10;0;6;0;5;0;0;0;0;0
202401;"SUDESTE";"SP";"PILAR DO SUL";;2078902;"SANTA CASA PILAR DO SUL";"ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE PILAR DO SUL";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AVENIDA PAPA JOAO XXIII";1038;;"CAMPO GRANDE";18185000;"(15) 3278-9600";"adm@santacasapilardosul.org.br";35;27;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"APARECIDA D'OESTE";;2078937;"SANTA CASA DE APARECIDA DOESTE";"IRMANDADE DA SANTA CASA DE MIS DE APARECIDA D OESTE";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA SAO PAULO";1235;;"CENTRO";15735000;"(17)36351122";"santacasa@pmaparecidadoeste.sp.gov.br";14;13;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SERTAOZINHO";;2078961;"HOSPITAL NETTO CAMPELLO DE SERTAOZINHO";"HAPVIDA ASSISTENCIA MEDICA S A";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"ELPIDIO GOMES";785;;"CENTRO";14160620;"85 40023633";"FISCAL@HAPVIDA.COM.BR";26;0;5;0;5;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"EMBU DAS ARTES";;2079011;"HOSP LEITO E PRONTO ATENDIMENTO AURELINO ALVES DOS SANTOS";"PREFEITURA DE EMBU DAS ARTES";"M";5;"HOSPITAL GERAL";1244;"HOSPITAL_PÚBLICO";"RUA SAO LUCAS";92;;"JD VALO VERDE";6814310;"4782-4937";"embusaude@ig.com.br";51;51;10;10;10;10;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"RIBEIRAO PRETO";;2079038;"HOSPITAL SAO PAULO RIBEIRAO PRETO";"MEMORIAL HOSPITAL S A";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"RUA VISCONDE DE INHAUMA";1600;;"JD SUMARE";14025100;"16 3977-8400";"adm.diretoria@hspaulo.com.br";95;0;28;0;10;0;18;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"ROSEIRA";;2079046;"UNIDADE MISTA DE SAUDE DE ROSEIRA DR PAULO GUIMARAES CASTRO";"PREFEITURA MUNICIPAL DE ROSEIRA";"M";15;"UNIDADE MISTA";1244;"HOSPITAL_PÚBLICO";"RUA ROQUE VIEIRA DA SILVA";"S/N";;"CENTRO";12580003;"(12)36469440";"gerenciaums@roseira.sp.gov.br";14;14;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2079089;"HOSP 9 DE JULHO";"HOSPITAL 9 DE JULHO SA";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"RUA PEIXOTO GOMIDE";625;;"BELA VISTA";1409902;"(11)32533411";;224;0;44;0;44;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"CAPAO BONITO";;2079097;"SANTA CASA DE CAPAO BONITO";"ASSOCIACAO BENEF SANTA CASA DE MISERICORDIA DE CAPAO BONITO";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA DONA AUTA DE CAMARGO LIRIO";51;;"CENTRO";18300230;"(15)3543-9600";"administracao@santacasacb.org.br";63;55;10;10;10;10;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"RIBEIRAO PRETO";;2079119;"CENTRO DE REF DA SAUDE DA MULHER DE R PRETO MATER";"SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO";"E";7;"HOSPITAL ESPECIALIZADO";1023;"HOSPITAL_PÚBLICO";"AV WANDERLEY TAFFO";330;;"QUINTINO FACCI II";14070250;"(16)39628200";"idterra@hcrp.usp.br";49;49;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2079127;"HOSPITAL SIRIO LIBANES";"SOCIEDADE BENEFICENTE DE SENHORAS HOSPITAL SIRIO LIBANES";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA DONA ADMA JAFET";91;;"CERQUEIRA CESAR";1308050;1133943801;"assuntos.regulatorio@hsl.org.br";469;14;102;0;30;0;6;0;0;0;0;0;66;0
202401;"SUDESTE";"SP";"TATUI";;2079135;"SANTA CASA DE MISERICORDIA DE TATUI";"SANTA CASA DE MISERICORDIA DE TATUI";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA MANECO PEREIRA";299;;"CENTRO";18270400;"(15)32593114";"administracao@santacasatatui.com.br";105;91;9;8;9;8;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SALTO DE PIRAPORA";;2079178;"MATERNIDADE MUNICIPAL";"MUNICIPIO DE SALTO DE PIRAPORA";"M";7;"HOSPITAL ESPECIALIZADO";1244;"HOSPITAL_PÚBLICO";"RUA MOREIRA BASTOS";20;;"FLORIANO";18160000;"(15)3491-9410";;5;5;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2079186;"HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA";"PREFEITURA DO MUNICIPIO DE SAO PAULO";"M";7;"HOSPITAL ESPECIALIZADO";1031;"HOSPITAL_PÚBLICO";"AV DEP EMILIO CARLOS";3100;;"VL NOVA CACHOEIRINHA";2720200;"(11)39861085";"hmvncdiretoriatecnica@prefeitura.sp.gov.br";192;192;37;37;7;7;0;0;30;30;0;0;0;0
202401;"SUDESTE";"SP";"AMERICO BRASILIENSE";;2079194;"HOSPITAL NESTOR GOULART REIS AMERICO BRASILIENSE";"SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO";"E";5;"HOSPITAL GERAL";1023;"HOSPITAL_PÚBLICO";"PEDRO FRIGERI";10;;"SANTA TEREZINHA";14820000;"(16)33921914";"dt-hngr@saude.sp.gov.br";161;161;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"MOJI MIRIM";;2079208;"LAR ESPIRITA MARIA DE NAZARE MOJI MIRIM";"ASSOCIACAO ESPIRITA JESUS E CARIDADE";"E";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AVN NELSON PATELLI";79;;"PARQUE DA IMPRENSA";13806305;"19 3862-1448";"larmariadenazare1@gmail.com";62;55;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"CASTILHO";;2079216;"HOSPITAL E MATERNIDADE JOSE FORTUNA";"SOCIEDADE BENEFICENTE DE CASTILHO";"M";5;"HOSPITAL GERAL";3069;"HOSPITAL_FILANTRÓPICO";"RUA NAGIB MUHANA ZAHR";457;;"CENTRO";16920000;1837411580;"admhosp@sbcastilho.com.br";31;30;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"ITAPUI";;2079224;"HOSPITAL SAO JOSE";"MUNICIPIO DE ITAPUI";"M";5;"HOSPITAL GERAL";1244;"HOSPITAL_PÚBLICO";"AVENIDA PAES DE BARROS";336;;"CENTRO";17230000;"14 36648040";"itapui@itapui.sp.gov.br";35;35;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SANTA BARBARA D'OESTE";;2079232;"HOSPITAL SANTA BARBARA";"SANTA CASA DE MISERICORDIA DE SANTA BARBARA DOESTE";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA JOAO LINO";914;;"CENTRO";13450033;"(19)34991855";"hosbadm@dglnet.com.br";138;103;19;18;19;18;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2079240;"HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO";"SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO";"E";5;"HOSPITAL GERAL";1023;"HOSPITAL_PÚBLICO";"AV MIGUEL ACHIOLE DA FONSECA";135;;"JARDIM SAO PAULO";8461110;"(11) 2557-6972";"hgg-diretoria@saude.sp.gov.br";253;249;28;28;20;20;0;0;8;8;0;0;0;0
202401;"SUDESTE";"SP";"RIBEIRAO PRETO";;2079275;"HOSPITAL RIBEIRAO PRETO";"SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL SA";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"BERNARDINO DE CAMPOS";912;;"CENTRO";14015130;"16 21383000";"ana.maciel@hapvida.com.br";163;9;32;4;20;2;2;2;0;0;0;0;10;0
202401;"SUDESTE";"SP";"PALMEIRA D'OESTE";;2079291;"SANTA CASA DE PALMEIRA DOESTE";"IRMANDADE DA SANTA CASA DE MIS DE PALMEIRA DOESTE";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AV CARLOS GOMES";4929;;"CENTRO";15720000;"(17)36511432/1122";"scpalmeiradoeste@ig.com.br";20;12;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"CABREUVA";;2079313;"HOSPITAL SAO ROQUE CABREUVA";"SANTA CASA DE MISERICORDIA DE CABREUVA";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"PRC COMENDADOR MARTINS";"S/N";;"CENTRO";13315000;"(11)4528-1792";"administracao.santacasa@cabreuva.sp.gov.br";17;15;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SOROCABA";;2079321;"HOSPITAL GPACI SOROCABA";"GRUPO DE PESQUISA E ASSISTENCIA AO CANCER INFANTIL";"M";7;"HOSPITAL ESPECIALIZADO";3999;"HOSPITAL_FILANTRÓPICO";"RUA ANTONIO MIGUEL PEREIRA";45;;"JARDIM FACULDADE";18030250;"(15) 2101-6555";"hospital@gpaci.org.br";91;66;8;5;0;0;8;5;0;0;0;0;0;0
202401;"SUDESTE";"SP";"IGARAPAVA";;2079348;"SANTA CASA DE IGARAPAVA";"IRMANDADE DA SANTA CASA DE MISERICORDIA DE IGARAPAVA";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"CEL FRANCISCO MARTINS";769;;"CENTRO";14540000;"16 31721090";"faturamento@scig.com.br";44;33;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"TANABI";;2079356;"SANTA CASA DE TANABI";"SANTA CASA SAO VICENTE DE PAULO DE TANABI";"E";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AVN DA SAUDADE";634;;"CENTRO";15170000;"(17) 32729130";"santacasadetanabi@.ig.com.br";72;30;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SERRANA";;2079364;"SANTA CASA DE MISERICORDIA DE SERRANA";"SOCIEDADE BENEFICENTE HOSP STA CASA DE MISERICORDIA SERRANA";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA JOAO ANTONIO TERCARIOL";67;;"CENTRO";14150000;"(16)39879700";"rececpcao@santacasaserrana.com.br";16;14;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SALESOPOLIS";;2079380;"SANTA CASA DE SALESOPOLIS";"SANTA CASA DE MISERICORDIA FREDERICO OZANAN";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"PRC PADRE JOAO MENENDES";31;;"CENTRO";8970000;"(11)46961411";;11;11;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"TABATINGA";;2079399;"SANTA CASA DE MISERICORDIA TABATINGA SP";"SANTA CASA DE MISERICORDIA SAO MIGUEL";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA CATANDUVA";206;;"VILA ROSSINI";14910000;"(16)33851911";"scasatabatinga@uol.com.br";36;23;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"BOA ESPERANCA DO SUL";;2079402;"SANTA CASA SAO VICENTE DE PAULO BOA ESPERANCA DO SUL";"SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"DUQUE DE CAXIAS";379;;"CENTRO";14930000;;"fat.santacasabes@gmail.com";16;15;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"GUARULHOS";;2079410;"COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS";"SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO";"E";5;"HOSPITAL GERAL";1023;"HOSPITAL_PÚBLICO";"AV EMILIO RIBAS";1819;;"GOPOUVA";7051000;"(11) 2463-5690";"chpbg-diretoria@saude.sp.gov.br";162;162;28;28;28;28;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SALTO DE PIRAPORA";;2079429;"SANTA CASA SALTO DE PIRAPORA";"ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE SALTO DE PIRAPOR";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"CARLOS CHAGAS";67;;"CENTRO";18160000;;;47;38;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"MARACAI";;2079437;"HOSPITAL BENEFICENTE DE MARACAI";"ASSOCIACAO HOSPITAL BENEFICENTE DE MARACAI";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AVN JOSE BONIFACIO";382;;"CENTRO";19840000;"(18) 3371-2797";"provedoria@ahbm.com.br";26;22;0;0;0;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"SAO PAULO";;2079445;"HOSPITAL SANTA ISABEL";"HOSPITAL SANTA ISABEL";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"R DONA VERIDIANA";311;;"VILA BUARQUE";1238010;"(11)2176-1422";"silvio.cardenuto@hsi.org.br";103;2;25;0;25;0;0;0;0;0;0;0;0;0
202401;"SUDESTE";"SP";"BURITAMA";;2079461;"SANTA CASA DE MISERICORDIA SAO FRANCISCO BURITAMA";"SANTA CASA DE MISERICORDIA SAO FRANCISCO BURITAMA";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA GUILHERME GUERBAS";353;;"CENTRO";15290000;"(18)3691-9535";"santacasa@santacasaburitama.com.br";36;27;0;0;0;0;0;0;0;0;0;0;0;0
